1526,12/05/2016 11:56:20,1412,-122.39455,37.79449,0.0,84.83,9711,1
1526,12/05/2016 11:55:58,1412,-122.3965,37.79306,0.0,47.55,9711,1
1526,12/05/2016 11:48:46,1412,-122.42096,37.77367,0.0,45.46,9711,1
1526,12/05/2016 11:17:10,1412,-122.5031,37.76051,0.0,97.0,9711,1
1526,12/05/2016 11:47:57,1412,-122.42665,37.76958,0.0,86.71,9711,1
1526,12/05/2016 11:54:46,1412,-122.39968,37.7905,0.0,43.48,9711,1
1526,12/05/2016 11:56:41,1412,-122.39211,37.79321,0.0,136.82,9711,1
1526,12/05/2016 11:05:10,1412,-122.50795,37.76033,0.278,266.0,9711,1
1526,12/05/2016 11:51:48,1412,-122.40962,37.78266,0.0,44.65,9711,1
1526,12/05/2016 11:24:40,1412,-122.47984,37.76153,0.0,87.0,9711,1
1526,12/05/2016 11:49:07,1412,-122.41979,37.7746,0.0,46.05,9711,1
1526,12/05/2016 11:52:03,1412,-122.408,37.78395,0.0,43.07,9711,1
1526,12/05/2016 11:57:13,1412,-122.39063,37.79143,0.0,150.57,9711,1
1526,12/05/2016 11:50:11,1412,-122.41663,37.7771,0.0,44.65,9711,1
1526,12/05/2016 11:49:01,1412,-122.4202,37.77428,0.0,46.05,9711,1
1526,12/05/2016 11:53:47,1412,-122.40175,37.78884,0.0,44.65,9711,1
1526,12/05/2016 11:31:57,1412,-122.46626,37.76385,2.5,0.0,9711,1
1526,12/05/2016 11:51:41,1412,-122.41084,37.78169,0.0,42.92,9711,1
1526,12/05/2016 11:22:39,1412,-122.48428,37.76135,6.944,87.0,9711,1
1526,12/05/2016 11:55:02,1412,-122.39786,37.79196,0.0,44.65,9711,1
1526,12/05/2016 11:50:09,1412,-122.41704,37.77677,0.0,44.65,9711,1
1526,12/05/2016 11:56:32,1412,-122.39303,37.79404,0.0,136.82,9711,1
1526,12/05/2016 11:57:20,1412,-122.39063,37.79143,0.0,150.57,9711,1
1526,12/05/2016 11:45:26,1412,-122.43012,37.76936,3.889,85.0,9711,1
1526,12/05/2016 11:52:08,1412,-122.40775,37.78416,0.0,46.05,9711,1
1526,12/05/2016 11:57:29,1412,-122.39053,37.79129,0.0,148.15,9711,1
1526,12/05/2016 11:54:58,1412,-122.39824,37.79166,0.0,43.82,9711,1
1526,12/05/2016 11:25:24,1412,-122.47766,37.76163,4.444,86.0,9711,1
1526,12/05/2016 11:35:10,1412,-122.46137,37.76421,0.0,87.0,9711,1
1526,12/05/2016 11:26:10,1412,-122.47748,37.76163,0.0,259.0,9711,1
1526,12/05/2016 11:56:12,1412,-122.39539,37.79393,0.0,44.65,9711,1
1526,12/05/2016 11:51:38,1412,-122.41125,37.78137,0.0,44.67,9711,1
1526,12/05/2016 11:51:59,1412,-122.40841,37.78363,0.0,46.05,9711,1
1526,12/05/2016 11:56:59,1412,-122.39087,37.79192,0.0,160.65,9711,1
1526,12/05/2016 11:50:19,1412,-122.41557,37.77794,0.0,46.05,9711,1
1526,12/05/2016 11:54:10,1412,-122.40094,37.78949,0.0,44.65,9711,1
1526,12/05/2016 11:51:15,1412,-122.41318,37.77984,0.0,44.65,9711,1
1526,12/05/2016 11:18:40,1412,-122.49687,37.76078,3.889,86.0,9711,1
1526,12/05/2016 11:55:36,1412,-122.3965,37.79306,0.0,47.55,9711,1
1526,12/05/2016 11:38:10,1412,-122.45594,37.765,3.333,80.0,9711,1
1526,12/05/2016 11:50:23,1412,-122.41518,37.77824,0.0,43.8,9711,1
1526,12/05/2016 11:21:40,1412,-122.4876,37.7612,8.611,86.0,9711,1
1526,12/05/2016 11:56:24,1412,-122.394,37.79447,0.0,108.14,9711,1
1526,12/05/2016 11:51:30,1412,-122.41237,37.78048,0.0,46.05,9711,1
1526,12/05/2016 11:16:36,1412,-122.5051,37.76043,9.722,86.0,9711,1
1526,12/05/2016 11:48:34,1412,-122.42213,37.77275,0.0,45.48,9711,1
1526,12/05/2016 11:48:41,1412,-122.42137,37.77335,0.0,46.05,9711,1
1526,12/05/2016 11:15:40,1412,-122.50705,37.76035,7.5,86.0,9711,1
1526,12/05/2016 11:54:43,1412,-122.40009,37.79018,0.0,46.05,9711,1
1526,12/05/2016 11:58:14,1412,-122.39053,37.79129,0.0,148.15,9711,1
1526,12/05/2016 11:56:48,1412,-122.39143,37.79266,0.0,136.84,9711,1
1526,12/05/2016 11:50:14,1412,-122.41623,37.77742,0.0,45.78,9711,1
1526,12/05/2016 11:38:21,1412,-122.45517,37.7651,6.944,81.0,9711,1
1526,12/05/2016 11:14:10,1412,-122.50847,37.7603,0.0,90.0,9711,1
1526,12/05/2016 11:50:51,1412,-122.41318,37.77984,0.0,44.65,9711,1
1526,12/05/2016 11:50:05,1412,-122.41745,37.77645,0.0,46.03,9711,1
1526,12/05/2016 11:51:25,1412,-122.41277,37.78016,0.0,44.65,9711,1
1526,12/05/2016 11:53:15,1412,-122.40549,37.78592,0.0,46.5,9711,1
1526,12/05/2016 11:53:21,1412,-122.40467,37.78655,0.0,42.92,9711,1
1526,12/05/2016 11:48:58,1412,-122.4206,37.77395,0.0,44.66,9711,1
1526,12/05/2016 11:57:06,1412,-122.39072,37.79158,0.0,154.63,9711,1
1526,12/05/2016 11:49:55,1412,-122.41857,37.77556,0.0,44.32,9711,1
1526,12/05/2016 11:29:10,1412,-122.4675,37.76208,5.0,86.0,9711,1
1526,12/05/2016 11:53:18,1412,-122.40508,37.78623,0.0,44.65,9711,1
1526,12/05/2016 11:06:40,1412,-122.50932,37.76018,0.0,181.0,9711,1
1526,12/05/2016 11:33:40,1412,-122.46354,37.76411,0.0,86.0,9711,1
1526,12/05/2016 11:27:51,1412,-122.47084,37.76193,0.0,85.0,9711,1
1526,12/05/2016 11:57:36,1412,-122.39053,37.79129,0.0,148.15,9711,1
1526,12/05/2016 11:53:30,1412,-122.40339,37.78755,0.0,46.05,9711,1
1526,12/05/2016 11:50:16,1412,-122.41597,37.77762,0.0,44.65,9711,1
1526,12/05/2016 11:55:30,1412,-122.3965,37.79306,0.0,47.55,9711,1
1526,12/05/2016 11:50:36,1412,-122.41399,37.77919,0.0,44.65,9711,1
1526,12/05/2016 11:47:33,1412,-122.42753,37.76952,0.0,83.72,9711,1
1526,12/05/2016 11:53:24,1412,-122.40426,37.78688,0.0,48.78,9711,1
1526,12/05/2016 11:28:52,1412,-122.46861,37.76203,7.5,86.0,9711,1
1526,12/05/2016 11:23:10,1412,-122.48381,37.76135,0.0,96.0,9711,1
1526,12/05/2016 11:08:10,1412,-122.50933,37.76018,0.0,181.0,9711,1
1526,12/05/2016 11:52:29,1412,-122.40672,37.78496,0.0,44.65,9711,1
1526,12/05/2016 11:48:09,1412,-122.42519,37.77033,0.0,44.66,9711,1
1526,12/05/2016 11:56:53,1412,-122.39108,37.79232,0.0,153.46,9711,1
1526,12/05/2016 11:55:52,1412,-122.3965,37.79306,0.0,47.55,9711,1
1526,12/05/2016 11:47:26,1412,-122.42753,37.76952,0.0,83.72,9711,1
1526,12/05/2016 11:27:01,1412,-122.4733,37.76181,5.556,87.0,9711,1
1526,12/05/2016 11:49:13,1412,-122.41938,37.77492,0.0,44.65,9711,1
1526,12/05/2016 11:48:31,1412,-122.42254,37.77242,0.0,42.9,9711,1
1526,12/05/2016 11:22:17,1412,-122.48647,37.76125,7.5,86.0,9711,1
1526,12/05/2016 11:33:28,1412,-122.4641,37.7641,6.667,86.0,9711,1
1526,12/05/2016 11:54:01,1412,-122.40094,37.78949,0.0,44.65,9711,1
1526,12/05/2016 11:09:40,1412,-122.50932,37.76018,0.0,181.0,9711,1
1526,12/05/2016 11:50:31,1412,-122.4144,37.77887,0.0,46.05,9711,1
1526,12/05/2016 11:50:58,1412,-122.41318,37.77984,0.0,44.65,9711,1
1526,12/05/2016 11:54:54,1412,-122.39862,37.79135,0.0,42.91,9711,1
1526,12/05/2016 11:56:07,1412,-122.39578,37.79362,0.0,46.5,9711,1
1526,12/05/2016 11:36:40,1412,-122.4583,37.76436,3.056,94.0,9711,1
1526,12/05/2016 11:23:40,1412,-122.48207,37.76143,9.722,86.0,9711,1
1526,12/05/2016 11:51:46,1412,-122.41003,37.78234,0.0,44.65,9711,1
1526,12/05/2016 11:50:26,1412,-122.4148,37.77855,0.0,44.67,9711,1
1526,12/05/2016 11:48:13,1412,-122.42478,37.77065,0.0,42.92,9711,1
1526,12/05/2016 11:53:33,1412,-122.40298,37.78787,0.0,46.05,9711,1
1526,12/05/2016 11:50:03,1412,-122.41775,37.77621,0.0,44.65,9711,1
1526,12/05/2016 11:53:37,1412,-122.40257,37.78819,0.0,46.05,9711,1
1526,12/05/2016 11:49:30,1412,-122.41897,37.77524,0.0,44.64,9711,1
1526,12/05/2016 11:48:22,1412,-122.42376,37.77146,0.0,44.66,9711,1
1526,12/05/2016 11:26:38,1412,-122.47549,37.76173,9.167,86.0,9711,1
1526,12/05/2016 11:50:43,1412,-122.41358,37.77951,0.0,44.65,9711,1
1526,12/05/2016 11:12:40,1412,-122.50934,37.76018,0.0,181.0,9711,1
1526,12/05/2016 11:02:10,1412,-122.50765,37.76031,0.0,134.0,9711,1
1526,12/05/2016 11:48:06,1412,-122.4261,37.76963,0.0,49.86,9711,1
